Time_s	Pulse	Resp
4.278	1386.000	604.107
4.282	1384.000	603.881
4.286	1381.000	603.606
4.290	1379.000	603.290
4.294	1376.000	602.937
4.298	1375.000	602.554
4.302	1374.000	602.147
4.306	1373.000	601.723
4.310	1371.000	601.287
4.314	1370.000	600.847
4.318	1369.000	600.407
4.322	1369.000	599.974
4.326	1370.000	599.555
4.330	1371.000	599.155
4.334	1374.000	598.781
4.338	1378.000	598.439
4.342	1381.000	598.136
4.346	1388.000	597.876
4.350	1394.000	597.662
4.354	1404.000	597.492
4.358	1414.000	597.362
4.362	1429.000	597.269
4.366	1448.000	597.211
4.370	1469.000	597.186
4.374	1495.000	597.189
4.378	1526.000	597.219
4.382	1563.000	597.272
4.386	1603.000	597.346
4.390	1648.000	597.439
4.394	1698.000	597.546
4.398	1750.000	597.665
4.402	1808.000	597.795
4.406	1870.000	597.930
4.410	1933.000	598.070
4.414	1998.000	598.211
4.418	2066.000	598.348
4.422	2134.000	598.478
4.426	2204.000	598.598
4.430	2270.000	598.703
4.434	2338.000	598.791
4.438	2401.000	598.856
4.442	2464.000	598.896
4.446	2524.000	598.907
4.450	2581.000	598.884
4.454	2634.000	598.824
4.458	2684.000	598.724
4.462	2729.000	598.580
4.466	2769.000	598.387
4.470	2806.000	598.143
4.474	2840.000	597.843
4.478	2871.000	597.490
4.482	2899.000	597.090
4.486	2923.000	596.652
4.490	2944.000	596.183
4.494	2963.000	595.691
4.498	2978.000	595.182
4.502	2993.000	594.665
4.506	3005.000	594.147
4.510	3016.000	593.636
4.514	3026.000	593.140
4.518	3034.000	592.665
4.522	3041.000	592.219
4.526	3048.000	591.810
4.530	3050.000	591.446
4.534	3053.000	591.134
4.538	3051.000	590.881
4.542	3049.000	590.689
4.546	3044.000	590.550
4.550	3036.000	590.461
4.554	3028.000	590.413
4.558	3015.000	590.403
4.562	3003.000	590.422
4.566	2989.000	590.467
4.570	2974.000	590.530
4.574	2958.000	590.606
4.578	2940.000	590.689
4.582	2921.000	590.773
4.586	2900.000	590.851
4.590	2879.000	590.919
4.594	2854.000	590.969
4.598	2829.000	590.997
4.602	2803.000	590.996
4.606	2775.000	590.966
4.610	2745.000	590.913
4.614	2714.000	590.843
4.618	2681.000	590.763
4.622	2649.000	590.678
4.626	2616.000	590.593
4.630	2583.000	590.516
4.634	2553.000	590.452
4.638	2523.000	590.408
4.642	2494.000	590.388
4.646	2465.000	590.400
4.650	2439.000	590.449
4.654	2411.000	590.541
4.658	2385.000	590.682
4.662	2360.000	590.879
4.666	2334.000	591.137
4.670	2310.000	591.454
4.674	2288.000	591.825
4.678	2265.000	592.239
4.682	2243.000	592.691
4.686	2221.000	593.172
4.690	2201.000	593.674
4.694	2180.000	594.189
4.698	2161.000	594.710
4.702	2143.000	595.228
4.706	2126.000	595.736
4.710	2111.000	596.226
4.714	2098.000	596.691
4.718	2084.000	597.122
4.722	2070.000	597.511
4.726	2056.000	597.851
4.730	2043.000	598.134
4.734	2029.000	598.359
4.738	2015.000	598.530
4.742	2001.000	598.651
4.746	1989.000	598.729
4.750	1974.000	598.767
4.754	1961.000	598.771
4.758	1949.000	598.745
4.762	1935.000	598.693
4.766	1923.000	598.622
4.770	1908.000	598.535
4.774	1894.000	598.438
4.778	1881.000	598.335
4.782	1868.000	598.232
4.786	1856.000	598.132
4.790	1844.000	598.041
4.794	1830.000	597.963
4.798	1819.000	597.901
4.802	1808.000	597.853
4.806	1795.000	597.817
4.810	1784.000	597.794
4.814	1770.000	597.781
4.818	1756.000	597.778
4.822	1744.000	597.784
4.826	1730.000	597.796
4.830	1716.000	597.815
4.834	1701.000	597.838
4.838	1686.000	597.865
4.842	1670.000	597.894
4.846	1655.000	597.925
4.850	1640.000	597.956
4.854	1625.000	597.986
4.858	1614.000	598.014
4.862	1601.000	598.038
4.866	1589.000	598.060
4.870	1578.000	598.079
4.874	1566.000	598.095
4.878	1556.000	598.107
4.882	1546.000	598.116
4.886	1539.000	598.121
4.890	1531.000	598.122
4.894	1526.000	598.120
4.898	1521.000	598.113
4.902	1519.000	598.103
4.906	1514.000	598.088
4.910	1509.000	598.068
4.914	1503.000	598.045
4.918	1498.000	598.016
4.922	1490.000	597.983
4.926	1485.000	597.945
4.930	1479.000	597.906
4.934	1474.000	597.866
4.938	1465.000	597.827
4.942	1459.000	597.790
4.946	1453.000	597.758
4.950	1446.000	597.732
4.954	1439.000	597.714
4.958	1433.000	597.706
4.962	1428.000	597.709
4.966	1421.000	597.724
4.970	1416.000	597.755
4.974	1413.000	597.801
4.978	1409.000	597.866
4.982	1405.000	597.950
4.986	1403.000	598.056
4.990	1400.000	598.185
4.994	1400.000	598.339
4.998	1400.000	598.521
5.002	1401.000	598.733
5.006	1403.000	598.976
5.010	1403.000	599.254
5.014	1403.000	599.568
5.018	1403.000	599.920
5.022	1401.000	600.312
5.026	1403.000	600.748
5.030	1403.000	601.228
5.034	1403.000	601.755
5.038	1404.000	602.331
5.042	1405.000	602.958
5.046	1406.000	603.639
5.050	1409.000	604.375
5.054	1413.000	605.162
5.058	1416.000	605.991
5.062	1420.000	606.850
5.066	1426.000	607.730
5.070	1431.000	608.620
5.074	1436.000	609.510
5.078	1439.000	610.390
5.082	1444.000	611.249
5.086	1446.000	612.078
5.090	1449.000	612.865
5.094	1450.000	613.601
5.098	1453.000	614.275
5.102	1455.000	614.877
5.106	1460.000	615.397
5.110	1466.000	615.824
5.114	1474.000	616.149
5.118	1485.000	616.373
5.122	1501.000	616.507
5.126	1521.000	616.565
5.130	1548.000	616.559
5.134	1578.000	616.502
5.138	1615.000	616.407
5.142	1658.000	616.286
5.146	1705.000	616.151
5.150	1758.000	616.017
5.154	1813.000	615.894
5.158	1871.000	615.796
5.162	1933.000	615.735
5.166	1995.000	615.724
5.170	2060.000	615.777
5.174	2125.000	615.904
5.178	2189.000	616.119
5.182	2250.000	616.422
5.186	2310.000	616.800
5.190	2368.000	617.241
5.194	2425.000	617.733
5.198	2478.000	618.263
5.202	2526.000	618.819
5.206	2573.000	619.388
5.210	2616.000	619.958
5.214	2658.000	620.517
5.218	2696.000	621.051
5.222	2734.000	621.548
5.226	2769.000	621.997
5.230	2800.000	622.384
5.234	2831.000	622.697
5.238	2859.000	622.923
5.242	2885.000	623.051
5.246	2908.000	623.077
5.250	2926.000	623.008
5.254	2943.000	622.850
5.258	2955.000	622.609
5.262	2965.000	622.292
5.266	2973.000	621.905
5.270	2978.000	621.456
5.274	2980.000	620.950
5.278	2980.000	620.393
5.282	2979.000	619.793
5.286	2975.000	619.156
5.290	2969.000	618.487
5.294	2963.000	617.795
5.298	2953.000	617.085
5.302	2941.000	616.363
5.306	2930.000	615.636
5.310	2918.000	614.908
5.314	2904.000	614.177
5.318	2889.000	613.445
5.322	2871.000	612.709
5.326	2855.000	611.972
5.330	2839.000	611.231
5.334	2819.000	610.487
5.338	2800.000	609.739
5.342	2779.000	608.988
5.346	2759.000	608.233
5.350	2736.000	607.474
5.354	2715.000	606.710
5.358	2693.000	605.942
5.362	2670.000	605.169
5.366	2646.000	604.391
5.370	2621.000	603.608
5.374	2596.000	602.819
5.378	2570.000	602.025
5.382	2543.000	601.227
5.386	2516.000	600.424
5.390	2488.000	599.618
5.394	2459.000	598.808
5.398	2429.000	597.995
5.402	2400.000	597.179
5.406	2373.000	596.360
5.410	2345.000	595.539
5.414	2318.000	594.716
5.418	2293.000	593.892
5.422	2268.000	593.066
5.426	2244.000	592.240
5.430	2223.000	591.413
5.434	2203.000	590.587
5.438	2183.000	589.761
5.442	2165.000	588.937
5.446	2149.000	588.119
5.450	2134.000	587.306
5.454	2120.000	586.502
5.458	2106.000	585.708
5.462	2094.000	584.925
5.466	2083.000	584.156
5.470	2073.000	583.402
5.474	2061.000	582.666
5.478	2050.000	581.948
5.482	2039.000	581.251
5.486	2025.000	580.576
5.490	2014.000	579.926
5.494	2001.000	579.302
5.498	1989.000	578.705
5.502	1976.000	578.138
5.506	1964.000	577.599
5.510	1950.000	577.088
5.514	1939.000	576.605
5.518	1928.000	576.150
5.522	1916.000	575.722
5.526	1906.000	575.322
5.530	1895.000	574.949
5.534	1885.000	574.604
5.538	1874.000	574.285
5.542	1863.000	573.992
5.546	1853.000	573.726
5.550	1839.000	573.487
5.554	1828.000	573.273
5.558	1815.000	573.084
5.562	1804.000	572.922
5.566	1790.000	572.784
5.570	1778.000	572.670
5.574	1765.000	572.580
5.578	1753.000	572.511
5.582	1740.000	572.464
5.586	1729.000	572.436
5.590	1719.000	572.428
5.594	1708.000	572.439
5.598	1696.000	572.466
5.602	1685.000	572.510
5.606	1674.000	572.569
5.610	1663.000	572.643
5.614	1653.000	572.730
5.618	1643.000	572.829
5.622	1633.000	572.940
5.626	1621.000	573.062
5.630	1613.000	573.196
5.634	1603.000	573.347
5.638	1594.000	573.517
5.642	1584.000	573.712
5.646	1576.000	573.935
5.650	1568.000	574.190
5.654	1560.000	574.482
5.658	1553.000	574.814
5.662	1545.000	575.191
5.666	1538.000	575.616
5.670	1529.000	576.093
5.674	1520.000	576.627
5.678	1513.000	577.222
5.682	1506.000	577.881
5.686	1501.000	578.609
5.690	1496.000	579.409
5.694	1493.000	580.282
5.698	1489.000	581.222
5.702	1485.000	582.224
5.706	1483.000	583.283
5.710	1479.000	584.395
5.714	1478.000	585.555
5.718	1473.000	586.757
5.722	1470.000	587.997
5.726	1466.000	589.270
5.730	1463.000	590.571
5.734	1460.000	591.894
5.738	1456.000	593.235
5.742	1454.000	594.590
5.746	1451.000	595.952
5.750	1449.000	597.318
5.754	1446.000	598.681
5.758	1446.000	600.038
5.762	1444.000	601.384
5.766	1444.000	602.713
5.770	1445.000	604.022
5.774	1444.000	605.304
5.778	1444.000	606.556
5.782	1444.000	607.772
5.786	1443.000	608.948
5.790	1443.000	610.079
5.794	1441.000	611.160
5.798	1440.000	612.187
5.802	1438.000	613.153
5.806	1436.000	614.056
5.810	1434.000	614.890
5.814	1433.000	615.649
5.818	1431.000	616.331
5.822	1430.000	616.936
5.826	1430.000	617.474
5.830	1430.000	617.956
5.834	1431.000	618.389
5.838	1434.000	618.784
5.842	1435.000	619.150
5.846	1439.000	619.496
5.850	1443.000	619.833
5.854	1448.000	620.169
5.858	1454.000	620.514
5.862	1461.000	620.878
5.866	1473.000	621.270
5.870	1484.000	621.700
5.874	1498.000	622.176
5.878	1515.000	622.709
5.882	1538.000	623.308
5.886	1564.000	623.972
5.890	1594.000	624.692
5.894	1629.000	625.459
5.898	1668.000	626.263
5.902	1713.000	627.093
5.906	1761.000	627.941
5.910	1815.000	628.796
5.914	1873.000	629.650
5.918	1931.000	630.491
5.922	1994.000	631.311
5.926	2058.000	632.099
5.930	2123.000	632.847
5.934	2186.000	633.544
5.938	2249.000	634.180
5.942	2310.000	634.746
5.946	2369.000	635.233
5.950	2424.000	635.637
5.954	2475.000	635.964
5.958	2525.000	636.216
5.962	2570.000	636.400
5.966	2610.000	636.519
5.970	2648.000	636.578
5.974	2681.000	636.582
5.978	2711.000	636.534
5.982	2738.000	636.440
5.986	2763.000	636.304
5.990	2783.000	636.130
5.994	2801.000	635.922
5.998	2818.000	635.686
6.002	2830.000	635.426
6.006	2844.000	635.146
6.010	2854.000	634.851
6.014	2864.000	634.543
6.018	2871.000	634.222
6.022	2878.000	633.890
6.026	2881.000	633.547
6.030	2885.000	633.194
6.034	2885.000	632.831
6.038	2885.000	632.459
6.042	2883.000	632.077
6.046	2879.000	631.688
6.050	2873.000	631.291
6.054	2865.000	630.888
6.058	2856.000	630.478
6.062	2846.000	630.062
6.066	2834.000	629.640
6.070	2821.000	629.215
6.074	2808.000	628.785
6.078	2794.000	628.352
6.082	2776.000	627.918
6.086	2760.000	627.486
6.090	2740.000	627.057
6.094	2720.000	626.633
6.098	2699.000	626.216
6.102	2676.000	625.809
6.106	2654.000	625.413
6.110	2630.000	625.030
6.114	2606.000	624.662
6.118	2581.000	624.311
6.122	2555.000	623.980
6.126	2528.000	623.670
6.130	2500.000	623.383
6.134	2473.000	623.121
6.138	2444.000	622.886
6.142	2416.000	622.680
6.146	2390.000	622.502
6.150	2364.000	622.353
6.154	2339.000	622.233
6.158	2315.000	622.142
6.162	2293.000	622.080
6.166	2271.000	622.048
6.170	2251.000	622.046
6.174	2233.000	622.074
6.178	2214.000	622.132
6.182	2199.000	622.220
6.186	2184.000	622.339
6.190	2169.000	622.489
6.194	2155.000	622.670
6.198	2141.000	622.882
6.202	2126.000	623.126
6.206	2113.000	623.399
6.210	2099.000	623.700
6.214	2085.000	624.025
6.218	2071.000	624.372
6.222	2059.000	624.738
6.230	2036.000	625.515
6.234	2026.000	625.920
6.238	2015.000	626.333
6.242	2004.000	626.750
6.246	1994.000	627.169
6.250	1981.000	627.587
6.254	1970.000	628.001
6.258	1960.000	628.408
6.262	1949.000	628.806
6.266	1939.000	629.191
6.270	1930.000	629.564
6.274	1920.000	629.926
6.278	1910.000	630.281
6.282	1900.000	630.630
6.286	1890.000	630.976
6.290	1880.000	631.321
6.294	1869.000	631.667
6.298	1859.000	632.017
6.302	1848.000	632.373
6.306	1839.000	632.738
6.310	1829.000	633.113
6.314	1819.000	633.502
6.318	1809.000	633.906
6.322	1799.000	634.328
6.326	1790.000	634.771
6.330	1780.000	635.235
6.334	1771.000	635.726
6.338	1761.000	636.246
6.342	1753.000	636.798
6.346	1744.000	637.388
6.350	1733.000	638.018
6.354	1720.000	638.692
6.358	1708.000	639.413
6.362	1693.000	640.186
6.366	1679.000	641.015
6.370	1665.000	641.902
6.374	1651.000	642.852
6.378	1639.000	643.868
6.382	1628.000	644.954
6.386	1616.000	646.114
6.390	1608.000	647.351
6.394	1599.000	648.669
6.398	1590.000	650.065
6.402	1584.000	651.529
6.406	1578.000	653.051
6.410	1570.000	654.622
6.414	1566.000	656.232
6.418	1560.000	657.870
6.422	1555.000	659.528
6.426	1550.000	661.195
6.430	1544.000	662.861
6.434	1535.000	664.517
6.438	1529.000	666.153
6.442	1520.000	667.759
6.446	1513.000	669.324
6.450	1505.000	670.840
6.454	1499.000	672.297
6.458	1494.000	673.685
6.462	1489.000	675.002
6.466	1486.000	676.257
6.470	1483.000	677.458
6.474	1479.000	678.611
6.478	1479.000	679.725
6.482	1479.000	680.807
6.486	1480.000	681.865
6.490	1481.000	682.908
6.494	1484.000	683.942
6.498	1484.000	684.976
6.502	1486.000	686.017
6.506	1489.000	687.073
6.510	1491.000	688.152
6.514	1490.000	689.261
6.518	1490.000	690.409
6.522	1491.000	691.603
6.526	1490.000	692.846
6.530	1489.000	694.138
6.534	1488.000	695.479
6.538	1485.000	696.866
6.542	1483.000	698.301
6.546	1481.000	699.781
6.550	1479.000	701.307
6.554	1478.000	702.877
6.558	1476.000	704.491
6.562	1475.000	706.148
6.566	1476.000	707.848
6.570	1476.000	709.589
6.574	1475.000	711.371
6.578	1476.000	713.193
6.582	1475.000	715.055
6.586	1478.000	716.955
6.590	1479.000	718.891
6.594	1481.000	720.858
6.598	1485.000	722.852
6.602	1490.000	724.866
6.606	1498.000	726.898
6.610	1505.000	728.941
6.614	1518.000	730.990
6.618	1534.000	733.042
6.622	1553.000	735.091
6.626	1575.000	737.131
6.630	1604.000	739.160
6.634	1639.000	741.170
6.638	1676.000	743.159
6.642	1719.000	745.120
6.646	1765.000	747.049
6.650	1816.000	748.941
6.654	1869.000	750.799
6.658	1924.000	752.630
6.662	1980.000	754.442
6.666	2039.000	756.245
6.670	2099.000	758.046
6.674	2159.000	759.855
6.678	2219.000	761.679
6.682	2276.000	763.526
6.686	2331.000	765.407
6.690	2384.000	767.328
6.694	2435.000	769.298
6.698	2483.000	771.326
6.702	2528.000	773.420
6.706	2570.000	775.589
6.710	2610.000	777.840
6.714	2648.000	780.183
6.718	2683.000	782.617
6.722	2714.000	785.134
6.726	2744.000	787.726
6.730	2769.000	790.384
6.734	2790.000	793.100
6.738	2810.000	795.865
6.742	2829.000	798.672
6.746	2843.000	801.511
6.750	2854.000	804.374
6.754	2864.000	807.254
6.758	2870.000	810.141
6.762	2875.000	813.027
6.766	2878.000	815.904
6.770	2879.000	818.763
6.774	2879.000	821.596
6.778	2875.000	824.395
6.782	2874.000	827.158
6.786	2869.000	829.889
6.790	2865.000	832.593
6.794	2859.000	835.274
6.798	2851.000	837.938
6.802	2843.000	840.589
6.806	2831.000	843.231
6.810	2819.000	845.869
6.814	2806.000	848.508
6.818	2790.000	851.153
6.822	2775.000	853.807
6.826	2760.000	856.476
6.830	2743.000	859.164
6.834	2725.000	861.877
6.838	2706.000	864.617
6.842	2688.000	867.391
6.846	2668.000	870.197
6.850	2648.000	873.027
6.854	2626.000	875.874
6.858	2604.000	878.732
6.862	2583.000	881.593
6.866	2559.000	884.449
6.870	2536.000	887.294
6.874	2514.000	890.121
6.878	2490.000	892.922
6.882	2468.000	895.690
6.886	2446.000	898.417
6.890	2424.000	901.097
6.894	2403.000	903.723
6.898	2383.000	906.286
6.902	2363.000	908.781
6.906	2343.000	911.200
6.910	2321.000	913.546
6.914	2300.000	915.833
6.918	2278.000	918.075
6.922	2258.000	920.286
6.926	2238.000	922.480
6.930	2218.000	924.671
6.934	2201.000	926.873
6.938	2185.000	929.100
6.942	2169.000	931.365
6.946	2156.000	933.683
6.950	2143.000	936.068
6.954	2130.000	938.534
6.958	2119.000	941.094
6.962	2106.000	943.763
6.966	2095.000	946.554
6.970	2085.000	949.481
6.974	2075.000	952.545
6.978	2064.000	955.732
6.982	2054.000	959.028
6.986	2044.000	962.421
6.990	2031.000	965.897
6.994	2020.000	969.442
6.998	2009.000	973.043
7.002	1998.000	976.686
7.006	1985.000	980.358
7.010	1975.000	984.046
7.014	1964.000	987.735
7.018	1953.000	991.413
7.022	1941.000	995.066
7.026	1929.000	998.680
7.030	1918.000	1002.243
7.034	1908.000	1005.740
7.038	1899.000	1009.167
7.042	1890.000	1012.530
7.046	1884.000	1015.832
7.050	1878.000	1019.079
7.054	1871.000	1022.276
7.058	1864.000	1025.427
7.062	1858.000	1028.537
7.066	1850.000	1031.610
7.070	1841.000	1034.653
7.074	1834.000	1037.669
7.078	1826.000	1040.663
7.082	1818.000	1043.641
7.086	1809.000	1046.607
7.090	1799.000	1049.565
7.094	1788.000	1052.521
7.098	1775.000	1055.480
7.102	1763.000	1058.445
7.106	1749.000	1061.419
7.110	1735.000	1064.406
7.114	1721.000	1067.408
7.118	1709.000	1070.429
7.122	1695.000	1073.470
7.126	1684.000	1076.537
7.130	1671.000	1079.630
7.134	1659.000	1082.753
7.138	1648.000	1085.910
7.142	1638.000	1089.103
7.146	1628.000	1092.335
7.150	1619.000	1095.610
7.154	1613.000	1098.929
7.158	1605.000	1102.297
7.162	1599.000	1105.716
7.166	1594.000	1109.183
7.170	1590.000	1112.690
7.174	1588.000	1116.231
7.178	1584.000	1119.796
7.182	1583.000	1123.378
7.186	1580.000	1126.969
7.190	1579.000	1130.560
7.194	1578.000	1134.145
7.198	1575.000	1137.715
7.202	1571.000	1141.261
7.206	1568.000	1144.777
7.210	1564.000	1148.253
7.214	1560.000	1151.683
7.218	1556.000	1155.058
7.222	1553.000	1158.370
7.226	1549.000	1161.612
7.230	1545.000	1164.785
7.234	1544.000	1167.900
7.238	1541.000	1170.969
7.242	1539.000	1174.002
7.246	1536.000	1177.011
7.250	1535.000	1180.008
7.254	1534.000	1183.003
7.258	1535.000	1186.008
7.262	1536.000	1189.035
7.266	1538.000	1192.093
7.270	1540.000	1195.196
7.274	1541.000	1198.353
7.278	1543.000	1201.577
7.282	1545.000	1204.878
7.286	1546.000	1208.268
7.290	1549.000	1211.758
7.294	1550.000	1215.348
7.298	1551.000	1219.030
7.302	1553.000	1222.795
7.306	1554.000	1226.632
7.310	1554.000	1230.534
7.314	1553.000	1234.490
7.318	1551.000	1238.491
7.322	1550.000	1242.527
7.326	1549.000	1246.590
7.330	1549.000	1250.670
7.334	1550.000	1254.758
7.338	1554.000	1258.845
7.342	1559.000	1262.920
7.346	1568.000	1266.975
7.350	1580.000	1271.001
7.354	1596.000	1274.988
7.358	1616.000	1278.935
7.362	1641.000	1282.846
7.366	1670.000	1286.728
7.370	1704.000	1290.585
7.374	1740.000	1294.424
7.378	1783.000	1298.250
7.382	1829.000	1302.068
7.386	1880.000	1305.884
7.390	1934.000	1309.704
7.394	1990.000	1313.533
7.398	2049.000	1317.376
7.402	2109.000	1321.239
7.406	2168.000	1325.128
7.410	2226.000	1329.049
7.414	2286.000	1333.006
7.418	2345.000	1337.005
7.422	2403.000	1341.044
7.426	2458.000	1345.113
7.430	2510.000	1349.202
7.434	2560.000	1353.302
7.438	2608.000	1357.403
7.442	2651.000	1361.494
7.446	2693.000	1365.565
7.450	2731.000	1369.608
7.454	2766.000	1373.612
7.458	2796.000	1377.566
7.462	2825.000	1381.462
7.466	2849.000	1385.289
7.470	2869.000	1389.038
7.474	2885.000	1392.698
7.478	2899.000	1396.259
7.482	2910.000	1399.713
7.486	2920.000	1403.061
7.490	2929.000	1406.316
7.494	2938.000	1409.491
7.498	2944.000	1412.600
7.502	2949.000	1415.658
7.506	2954.000	1418.676
7.510	2956.000	1421.669
7.514	2956.000	1424.650
7.518	2955.000	1427.633
7.522	2954.000	1430.631
7.526	2950.000	1433.658
7.530	2944.000	1436.728
7.534	2938.000	1439.853
7.538	2929.000	1443.048
7.542	2919.000	1446.326
7.546	2905.000	1449.700
7.550	2893.000	1453.172
7.554	2878.000	1456.737
7.558	2861.000	1460.386
7.562	2844.000	1464.111
7.566	2824.000	1467.906
7.570	2805.000	1471.762
7.574	2784.000	1475.671
7.578	2765.000	1479.627
7.582	2744.000	1483.621
7.586	2723.000	1487.647
7.590	2701.000	1491.696
7.594	2679.000	1495.760
7.598	2659.000	1499.833
7.602	2638.000	1503.906
7.606	2616.000	1507.972
7.610	2595.000	1512.024
7.614	2573.000	1516.057
7.618	2551.000	1520.074
7.622	2529.000	1524.074
7.626	2508.000	1528.058
7.630	2486.000	1532.027
7.634	2464.000	1535.982
7.638	2441.000	1539.924
7.642	2418.000	1543.853
7.646	2394.000	1547.770
7.650	2371.000	1551.677
7.654	2348.000	1555.573
7.658	2325.000	1559.459
7.662	2303.000	1563.337
7.666	2283.000	1567.208
7.670	2261.000	1571.071
7.674	2244.000	1574.928
7.678	2225.000	1578.780
7.682	2209.000	1582.628
7.686	2193.000	1586.474
7.690	2179.000	1590.319
7.694	2163.000	1594.166
7.698	2148.000	1598.015
7.702	2135.000	1601.868
7.706	2123.000	1605.727
7.710	2110.000	1609.593
7.714	2096.000	1613.468
7.718	2083.000	1617.352
7.722	2069.000	1621.249
7.726	2055.000	1625.158
7.730	2041.000	1629.082
7.734	2029.000	1633.023
7.738	2015.000	1636.981
7.742	2005.000	1640.956
7.746	1995.000	1644.944
7.750	1988.000	1648.940
7.754	1979.000	1652.940
7.758	1971.000	1656.942
7.762	1963.000	1660.940
7.766	1955.000	1664.931
7.770	1946.000	1668.910
7.774	1938.000	1672.875
7.778	1928.000	1676.820
7.782	1918.000	1680.743
7.786	1908.000	1684.638
